formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"\Delta W = \mu \Lambda \sum _ { j = 0 } ^ { n _ { c } - r - 1 } x _ { j } \psi _ { j } + \mu \mathrm { t r } \phi ^ { 2 } ,",134a7899db.png,123,47,224,64,3.5
\overline { { M } } _ { \kappa \lambda } = \frac { \kappa + 1 / 2 } { \lambda } .,43d3d4d83e.png,81,24,128,64,2.0
"\delta F = \sum \int { \frac { \delta F } { \delta \phi _ { A } } } \delta \phi _ { A } ,",2149800a39.png,89,27,160,64,2.5
"l o g \, d e t ( M + g \varphi _ { 0 } ) = t r \, l o g ( M + g \varphi _ { 0 } ) ,",757d922d53.png,83,35,320,32,10.0
"\Omega _ { s } = - \mathrm { d } x ^ { a } \wedge \mathrm { d } p _ { a } + \Omega _ { \cal L } \qquad \Omega _ { \cal L } = - 2 i s \frac { \mathrm { d } z \wedge \mathrm { d } \bar { z } } { ( 1 - z \bar { z } ) ^ { 2 } } \, ,",2075539141.png,228,79,384,64,6.0
"F ( { \bf x , y } ) = f \Bigl ( \frac { \bf x + y } { 2 } \Bigr ) \: f _ { \mu _ { f } } ( | { \bf x - y } | ) ,",23377b1bd6.png,112,46,256,64,4.0
"p _ { v } = 0 \ , \quad U \in ( - \infty , u ) \ , \quad V > u - 4 p _ { u } \kappa \left( - \operatorname { e x p } \frac { u - U } { 4 p _ { u } } \right) \ ,",653667b2dc.png,160,57,480,64,7.5
"\Lambda _ { k } = \{ \lambda ( m , n ) = m \frac { p } { q } - n - 1 \, : \; 0 < m \leq q , \, 0 \leq n \leq p - 1 \} .",123423bdf6.png,119,45,480,64,7.5
E _ { a } ^ { i } = \Phi _ { a } ^ { 4 } \Phi _ { a \oplus a _ { 4 } } ^ { i } - \Phi _ { a } ^ { i } \Phi _ { a \oplus a _ { i } } ^ { 4 } .,4b52e75a01.png,141,60,192,32,6.0
"c ^ { 2 } M _ { 3 } ^ { 2 } ( E ^ { 2 } - c ^ { 4 } ) + m _ { 2 } ^ { 2 } G ^ { 2 } c ^ { 4 } > 0 ,",53d50787c5.png,99,50,224,32,7.0
d s ^ { 2 } = \alpha ^ { 2 } ( \rho ^ { 2 } + C \rho ^ { 4 } ) d \phi ^ { 2 } + d \rho ^ { 2 } + ( \gamma _ { i j } ( \theta ) + h _ { i j } ( \theta ) \rho ^ { 2 } ) d \theta ^ { i } d \theta ^ { j },67a57ae285.png,200,78,480,32,15.0
D = - \frac { \partial } { \partial \theta } + \theta i \frac { \partial } { \partial \sigma } ~ .,7ebd18e15d.png,98,24,160,64,2.5
"\mathrm { E q . ~ ( \ref { g n - 2 } ) } = { \cal S } _ { \tau } ^ { j _ { k } j _ { k + 1 } i _ { k + 1 } i _ { k } } \, , \; \; \; \; \; \; \; \; ( i _ { n + 1 } = j _ { n + 1 } = \ell ) \, .",6ed4b05a16.png,193,83,384,32,12.0
"V _ { \infty } ^ { \prime \prime } ( \phi ) = - \frac { 1 } { 2 } ( \operatorname { l n } \phi ^ { 2 } + 3 ) ,",94cbc99a22.png,110,37,192,64,3.0
"P _ { 4 } = e ^ { 2 \phi _ { 0 } } | Z | \ , \qquad Q _ { 4 } = \dots = Q _ { 9 } = Q _ { 5 } = \dots = P _ { 9 } = 0 \ .",270a93d49f.png,121,53,480,32,15.0
"\displaystyle \hat { F } _ { 1 2 } ^ { a } | p h y s { \rangle } = 0 ~ ,",7e5cfe8816.png,72,26,128,32,4.0
"\sum _ { i } q _ { a } ^ { i } | X _ { i } | ^ { 2 } = R _ { a } ; \qquad a = 1 , . . . , r .",252b492ecb.png,93,43,256,64,4.0
\sum _ { i = 1 } ^ { n } \frac { d u _ { i } } { u _ { i } } \wedge d \beta _ { i } - \sum _ { i < j } \frac { d \beta _ { i } \wedge d \beta _ { j } } { \beta _ { i } - \beta _ { j } } .,2818239584.png,187,72,224,64,3.5
"\Pi _ { 1 } ^ { ( \mathrm { t a d p o l e } ) } = 0 = \Pi _ { 2 } ^ { ( \mathrm { t a d p o l e } ) } , \quad \Pi _ { 3 } ^ { ( \mathrm { t a d p o l e } ) } \sim - \frac { e ^ { 2 } } { 2 \pi \beta } \, \operatorname { l n } \beta m _ { \sigma } .",51e24599d6.png,248,93,480,64,7.5
"\Pi _ { \bar { a } \bar { b } } ^ { ( \mathrm { g h ) } } ( x , y ) = \left. \hbar g ^ { 2 } \frac { \delta \Gamma _ { 1 } } { \delta _ { r } \eta ^ { \bar { b } } ( y ) \delta _ { l } \bar { \eta } ^ { \bar { a } } ( x ) } \right| _ { 0 }",41f5a83a62.png,239,86,256,64,4.0
"B ^ { ( 1 0 ) } \Gamma ^ { M } B ^ { ( 1 0 ) } { } ^ { - 1 } = - \Gamma ^ { M } { } ^ { * } \qquad ( M = 0 , \ldots , 9 )",510161fcd8.png,121,51,320,32,10.0
"\left( H _ { i , j , k } \left( \delta _ { a } \right) = 0 , \; i , j , k \geq 0 , \; i + j + k > 0 \right) \Leftrightarrow H _ { l } \left( \delta \right) = 0 , \; l > 0 ,",472170154d.png,172,55,480,32,15.0
( b x - a r ) ^ { 2 } - \left( \mu y + \frac { A } { l S \mu } \right) ^ { 2 } = \delta ^ { 2 },1b8e2654dd.png,95,36,256,64,4.0
"\Delta = { \frac { n } { a ^ { 5 } } } k ^ { 2 } \Omega \, ,",20a3a1c79f.png,60,23,128,64,2.0
0 = \int D \phi \frac { \delta } { \delta \phi ( x ) } ( \phi ( y ) \operatorname { e x p } \{ - A + \phi \eta \phi \} ) .,2d6a4aa1e5.png,122,37,320,64,5.0
d \ = \ \psi _ { \mu } ^ { a } { \frac { \delta } { \delta A _ { \mu } ^ { a } } },2144f4d8ad.png,82,31,128,64,2.0
\sigma _ { 0 } ^ { 2 } = \left( \frac { R } { \xi _ { 1 } h ^ { 2 } } - \frac { 1 } { \lambda _ { 1 } h ^ { 2 } } + \frac { 2 R } { 3 ( 4 \pi ) ^ { 2 } } \right) \left( \frac { 1 } { 6 \lambda _ { 2 } h ^ { 4 } } - \frac { 1 1 } { 1 2 ( 4 \pi ) ^ { 2 } } \right) ^ { - 1 } .,7559dde6a0.png,274,105,480,64,7.5
\dot { z } _ { A } = - g _ { - 1 } \beta _ { A } - g _ { 0 },3e9bb1a4c6.png,60,27,160,32,5.0
"\omega _ { 2 } = - { } ^ { * } \omega _ { 2 } ~ ~ , ~ ~ \int _ { { \cal C } _ { 1 } } \omega _ { 2 } = 1 ~ ~ , ~ ~ \int { } ^ { * } \omega _ { 2 } \wedge \omega _ { 2 } = \frac { 1 } { 2 }",475fc77ec0.png,188,73,384,64,6.0
"F ( \chi , \psi ; \alpha , \beta ) \equiv \langle P ( \chi , \chi ; 1 | V ( \psi , \alpha ) | P ( \chi , \chi ; \beta ) \rangle \, .",4d806a70b6.png,132,38,384,32,12.0
[ \psi ] ~ [ \psi ] ~ = ~ [ \phi ] ~ + ~ \cdots,1eb7aeb1d6.png,47,17,160,32,5.0
"\overline { { q } } = q _ { 4 } e _ { 4 } - q _ { m } e _ { m } \equiv q _ { 4 } - \mathbf { q } ,",25fac007e8.png,98,40,224,32,7.0
"A _ { 0 } ^ { l } = { \frac { \operatorname { s i n } ( \pi s ) } { \pi } } \int _ { 0 } ^ { \infty } d z ( z l / a ) ^ { - 2 s } { \frac { \partial } { \partial z } } \operatorname { l n } ( 1 + z ^ { 2 } ) ^ { - { \frac { 1 } { 4 } } } ,",5dd3b5940c.png,239,89,384,64,6.0
\Delta \phi \leq \int _ { t _ { 0 } } ^ { \infty } \dot { \phi } d t = \dot { \phi } _ { 0 } \int _ { t _ { 0 } } ^ { \infty } \left( { \frac { t _ { 0 } } { t } } \right) ^ { \frac { 2 } { 1 + \alpha } } d t = { \frac { 1 + \alpha } { 1 - \alpha } } ~ \dot { \phi } _ { 0 } t _ { 0 } .,49da8c5815.png,286,102,384,64,6.0
"\left( { \frac { d R } { d t } } \right) ^ { 2 } = { \frac { 2 \Lambda } { n ( n - 1 ) } } \left[ 1 + \left( { \frac { R _ { * } } { R } } \right) ^ { ( 1 + \alpha ) n } \right] R ^ { 2 } - k \, .",6fa26955aa.png,196,70,384,64,6.0
"F _ { { \mathrm { e m } } } ^ { ( i ) } [ G ( z ) ] = f _ { { \mathrm { e m } } } ^ { ( i ) } [ G ( z ) , \omega \rightarrow i \omega ] .",5d71f2c04a.png,137,53,256,32,8.0
"D _ { \mu \nu } ^ { 0 } = { \frac { g _ { \mu \nu } - q _ { \mu } q _ { \nu } / q ^ { 2 } } { q ^ { 2 } } } + \eta { \frac { q _ { \mu } q _ { \nu } / q ^ { 2 } } { q ^ { 2 } } } \ ,",4beb2c15c5.png,182,78,256,64,4.0
"\frac { \beta ^ { 2 } } { 4 \pi } = \frac { 1 } { 1 + g / \pi } \, .",3185ae2cde.png,68,26,128,64,2.0
{ \cal H } _ { m \to 0 } = { \frac { \partial { \cal L } _ { m \to 0 } } { \partial \dot { \mathrm { \bf r } } } } \cdot \dot { \mathrm { \bf r } } - { \cal L } _ { m \to 0 } = V ( r ) .,244b30cd8c.png,186,64,320,64,5.0
"\overline { { \delta } } \psi _ { k } ( x ) = \psi _ { k } ^ { \prime } ( x ^ { \prime } ) - \psi _ { k } ( x ) \, .",36ec8d8219.png,116,42,192,32,6.0
"Q ^ { i j } = \delta ^ { i j } + i \lambda [ \Phi ^ { i } , \Phi ^ { j } ] \ ,",41b56dee39.png,78,31,192,32,6.0
"A _ { 1 } ( z , \bar { z } ) = \partial _ { \bar { z } } \varphi _ { 0 } = \frac { 2 } { \operatorname { c o s h } { l } } \, , \quad \bar { A } _ { 1 } ( z , \bar { z } ) = \partial _ { z } \varphi _ { 0 } = \frac { 2 } { \operatorname { c o s h } { l } } \, ,",20942b172c.png,261,93,480,64,7.5
\delta _ { \cal H } ( L _ { 1 } + L _ { 3 } ) + \delta _ { \xi } L _ { 2 } \sim \xi K ( \partial _ { 5 } { \cal H } - d K ) .,3740d3e1aa.png,125,48,320,32,10.0
\hat { \delta } _ { I } ^ { \mu } = \delta _ { I } ^ { \mu } - { \frac { l ^ { \mu } v _ { I } } { ( v \cdot l ) } },ec1421aa0b.png,116,45,128,64,2.0
"\sum _ { R } G _ { _ R } = \sum r \rightarrow { \cal V } \int { \frac { d p _ { _ 1 } d p _ { _ 2 } d p _ { _ 3 } } { ( 2 \pi \hbar ) ^ { 3 } } } \ , \qquad { \cal V } = \int d x ^ { _ 1 } d x ^ { _ 2 } d x ^ { _ 3 } \ .",769daa711c.png,220,89,480,64,7.5
"p ^ { n } \star f ( x , p ) = \sum _ { s = 0 } ^ { n } \theta ^ { s } c _ { n } ^ { s } f ^ { ( s ) } ( x , p ) p ^ { n - s } ,",1a28ccf0ec.png,127,58,320,64,5.0
"\chi _ { R _ { \theta } } ( z U ) = { \cal Z } ( z , \theta ) \chi _ { R _ { \theta } } ( U )",b44bd63c1f.png,93,35,192,32,6.0
1 - n ( p ) = \langle b _ { n p } b _ { n p } ^ { \dag } \rangle _ { \beta } = 1 - \langle b _ { n p } ^ { \dag } b _ { n p } \rangle _ { \beta } = \frac { 1 } { e ^ { - \beta E _ { n } } + 1 } \; .,60903883b5.png,198,76,384,64,6.0
"| \psi _ { 0 } \rangle \rightarrow | \psi _ { 1 } \rangle \, ,",528a2b3236.png,62,17,128,32,4.0
"V ( \varphi ) \, = \, - V _ { 0 } e ^ { - \sqrt { \frac { 2 } { p } } ( m _ { p } ) ^ { - 1 } \varphi } \, ,",1e21cf65e7.png,108,43,224,64,3.5
"\int \frac { d ^ { 2 } { \bf k } } { ( 2 \pi ) ^ { 2 } } \frac { ( { \bf k - p _ { 1 } } ) \wedge ( { \bf k - p _ { 3 } } ) } { [ ( { \bf k } - { \bf p } _ { 1 } ) ^ { 2 } ] [ ( { \bf k } - { \bf p } _ { 3 } ) ^ { 2 } ] } = 0 \; ,",55f1c08bbe.png,230,99,320,64,5.0
"{ \cal L } = - { \frac { 1 } { 4 } } \mathrm { T r } \, F _ { \mu \nu } ^ { 2 } + { \frac { 1 } { 2 } } \mathrm { T r } \, ( D _ { \mu } \Phi ) ^ { 2 } - V ( \Phi ) \, .",7e64d42e13.png,169,66,320,64,5.0
"C \rightarrow ( 2 \pi \alpha ^ { \prime } ) { \cal H } \, ,",6d5a0984f8.png,59,17,128,32,4.0
A ( p ) = 1 - \frac { g _ { 0 } } { 3 } \int _ { \epsilon } ^ { \alpha } d k \frac { G ( k ^ { 2 } ) } { k A ( k ) } \{ ( \frac { k } { p } ) ^ { 3 } \Theta ( p - k ) + \Theta ( k - p ) \} .,60769ea444.png,190,76,480,64,7.5
"\sigma ( y ) = \sum _ { i = - l } ^ { m } k _ { i } | y - y _ { i } | + k _ { c } y + c ~ . ~ \,",54e816994c.png,96,44,256,64,4.0
T \phi _ { c l } = \bar { \phi } _ { c l } \neq \phi _ { c l },25eaa1aac4.png,62,24,128,32,4.0
{ } _ { 1 } \langle \Psi _ { 1 } | \otimes \cdots \otimes { } _ { n } \langle \Psi _ { n } | V _ { n } \rangle \sim \mathrm { T r } ( \hat { A } _ { 1 } \star \cdots \star \hat { A } _ { n } ),5e33cf511b.png,192,62,320,32,10.0
c _ { \pm } = \frac 1 4 \operatorname { e x p } \left[ \pm \frac { i } { 2 } \left( \frac { \pi } { 2 } - \gamma \varphi _ { 0 } \right) \right] .,7c55e85e5c.png,146,42,224,64,3.5
\tilde { R } = \frac { \tilde { a } M ^ { 2 } ( \gamma - 1 ) ^ { 2 } e ^ { \phi _ { 0 } } } { \rho ^ { 4 } } \; \left( 1 - \frac { \rho _ { 1 } } { \rho } \right) \; \left( 1 - \frac { \rho _ { 0 } } { \rho } \right) ^ { - \frac { 1 + 3 k ^ { 2 } - 2 l } { 1 + k ^ { 2 } } } \; .,28c6d36c98.png,279,103,384,64,6.0
"\{ Q _ { \alpha } , Q _ { \beta } \} = ( C \Gamma ^ { \mu } ) _ { \alpha \beta } P _ { \mu } + ( C \Gamma _ { \mu } \Gamma _ { 1 1 } ) _ { \alpha \beta } { \hat { Z } } ^ { \mu }",2b4503bd80.png,178,62,320,32,10.0
"{ \bf X _ { H } } = { \frac { \partial } { \partial t } } + \{ - , \, H _ { c } \} + \lambda _ { \mu } \{ - , \, \phi ^ { \mu } \} .",20381915e4.png,132,47,256,64,4.0
"{ \cal L } ( \varphi ) \to - { \cal L } _ { E } ( i ^ { \# ( 0 ) } \varphi _ { E } ) ,",1367b198b4.png,86,33,192,32,6.0
( y ^ { A \dot { A } } ) = { \frac { 1 } { \sqrt { 2 } } } \left( \begin{array} { c c } { y ^ { 0 } + y ^ { 3 } } & { y ^ { 1 } + i y ^ { 2 } } \\ { y ^ { 1 } - i y ^ { 2 } } & { y ^ { 0 } - y ^ { 3 } } \\ \end{array} \right),3c5b6cab43.png,225,90,256,64,4.0
\widetilde { G } = \sqrt { 2 / a } \operatorname { e x p } ( p _ { 0 } ^ { 2 } - p ^ { 2 } ),4329ef1d68.png,92,34,192,64,3.0
"{ \cal M } ( \theta ) = - i \frac { 2 \pi } { m } ( \Omega \operatorname { c o t } ( \theta / 2 ) - i | \Omega | ) ,",489af3e3e1.png,116,38,256,64,4.0
"\{ \Xi ^ { \L } , \; \Xi ^ { \S } \} _ { P . B . } = 0 , \; \; \{ \Xi ^ { \L } , \; { \bar { \Xi } } ^ { \bar { \S } } \} _ { P . B . } = 0 .",2746a80c15.png,141,58,320,32,10.0
"F _ { \mu \nu } = \frac { \partial } { \partial x ^ { \mu } } \left( \sum _ { \kappa = 0 } ^ { 3 } A _ { \kappa \nu } ^ { \kappa } \right) - \frac { \partial } { \partial x ^ { \nu } } \left( \sum _ { \kappa = 0 } ^ { 3 } A _ { \kappa \mu } ^ { \kappa } \right) ,",bf7d8bb08a.png,263,79,320,64,5.0
"d s ^ { 2 } = R ^ { 2 } \left[ { \frac { 1 } { z ^ { 2 } } } ( d t ^ { 2 } - d z ^ { 2 } - d x ^ { i } d x ^ { i } ) \right] + \gamma _ { \mu \nu } ( z , x , t ) d x ^ { \mu } d x ^ { \nu }",5c68154649.png,189,81,480,64,7.5
"\hat { H } _ { m n p } v ^ { p } = { \frac { \hat { H } _ { m n } ^ { * } - { \frac { 1 } { 2 } } t r ( \hat { H } ^ { * } ) ^ { 2 } \hat { H } _ { m n } ^ { * } + ( \hat { H } ^ { * } ) _ { m n } ^ { 3 } } { L _ { D B I } } } ,",1c99f94e8b.png,228,103,320,64,5.0
"f _ { q } ( x , y ) = q ^ { 1 / 2 } \cdot \mathrm { e x p } \left( \sum _ { n > 0 } \frac { q ^ { n } - q ^ { - n } } { q ^ { n } + q ^ { - n } } \frac { ( x / y ) ^ { n } } { n } \right)",15d6730e28.png,187,78,320,64,5.0
"K \, = \, - R / 2 , \quad R \, = \, g ^ { i l } g ^ { j k } R _ { i j k l }",db932dda12.png,75,34,224,32,7.0
"\phi ( g _ { 1 } , g _ { 2 } , g _ { 3 } , g _ { 4 } ) \ = \ \phi ( g _ { \sigma _ { E } ( 1 ) } , g _ { \sigma _ { E } ( 2 ) } , g _ { \sigma _ { E } ( 3 ) } , g _ { \sigma _ { E } ( 4 ) } ) ,",6021479ad3.png,193,84,384,32,12.0
"\left( C B \right) _ { \mu \nu } = 0 \, ; \; \; \; \; \left( C ^ { 3 } \right) _ { \mu \nu } = C _ { \mu \nu } \; ; \; \; \left( B ^ { 3 } \right) _ { \mu \nu } = - B _ { \mu \nu } \, .",7eb69678fe.png,185,62,384,64,6.0
"t ( { \cal Q H } _ { l } ( { \cal C } ) ) = t ( T ( { \cal C } ) ) \oplus t ( N _ { l } ( { \cal C } ) ) ,",267571c8fa.png,106,45,256,32,8.0
\mathcal { G } _ { g } : \mathcal { M } _ { T _ { b } } \rightarrow \mathcal { M } _ { T _ { b } } ^ { \ast } .,5a4fdba5e6.png,111,39,160,32,5.0
\mathbf { \sigma } _ { b } ^ { a } \equiv \mathbf { \alpha } _ { b } ^ { a } - \mathbf { \beta },78d982fe55.png,96,30,128,32,4.0
\epsilon \sim \mathrm { l n } ( L / a ) \to 0,996c169f90.png,45,14,128,32,4.0
"\lambda ^ { \prime } ( \phi ) + { \frac { k } { 3 } } \lambda ( \phi ) = \left[ ( 3 w - 1 ) \, b - { \frac { k } { 3 } } \right] \, \rho .",26f306637f.png,138,46,320,64,5.0
d s ^ { 2 } \approx - d \tilde { U } d V + W ^ { 4 } R ^ { 6 } d q ^ { 2 } + R ^ { 2 } d x _ { i } d x ^ { i } .,9cf0b5c313.png,112,51,320,32,10.0
"\hat { J } _ { + } | n \rangle = \sqrt { ( n + 1 ) ( n + 2 ) } ~ | n + 1 \rangle , ~ ~ ~ ~ \hat { J } _ { - } | n \rangle = \sqrt { n ( n + 1 ) } ~ | n - 1 \rangle .",32702a91c5.png,165,64,480,64,7.5
Z ( q ) : = \sum _ { a \in T } \hat { \chi } _ { a } ( q ) \left( \hat { \chi } _ { \zeta ( a ) } ( q ) \right) ^ { * } .,6e63531d3e.png,121,45,224,64,3.5
"\Psi ^ { \mu } ( z ) \Psi ^ { \mu } ( w ) = \frac { \alpha ^ { \prime } } { 2 } \frac { 1 } { z - w } + \cdots \, , \quad \tilde { \Psi } ^ { \mu } ( z ) \tilde { \Psi } ^ { \mu } ( w ) = \frac { \alpha ^ { \prime } } { 2 } \frac { 1 } { \bar { z } - \bar { w } } + \cdots \, ,",73b04bbedb.png,277,95,480,64,7.5
"\varphi = \frac { \bar { \varphi } _ { 1 } } { x } + \frac { \bar { \varphi } _ { 3 } } { 2 x ^ { 3 } } ( 3 \operatorname { c o s } ^ { 2 } \theta - 1 ) + \mathrm { h i g h e r } \ \mathrm { o r d e r } \ \mathrm { t e r m s } \ ,",dd986123b6.png,230,82,384,64,6.0
S = { \frac { 2 \pi } { \kappa } } \int _ { \Sigma } \sqrt { \sigma } d ^ { 2 } z Q ^ { \mu \nu } ( \xi ) l _ { \mu } p _ { \nu },15051a2d20.png,129,46,224,64,3.5
"\left\{ \begin{array} { c c c } { \lambda x ^ { + } } & { = } & { e ^ { \lambda \sigma ^ { + } } } \\ { \lambda \left( x ^ { - } + \Delta _ { q } \right) } & { = } & { - e ^ { - \lambda \sigma ^ { - } } } \\ \end{array} \ \ \ \ , \right.",92fd1ca544.png,237,76,256,64,4.0
"\mathrm { t y p e ~ I I ~ 1 / 2 ~ B P S : } \qquad { \cal D } ( m / 2 , 0 ; 0 , 0 , 0 , m ) \; .",58a45e7341.png,96,41,320,32,10.0
\lbrack n ] _ { \hat { q } } : = \frac { \hat { q } ^ { n } - \hat { q } ^ { - n } } { \hat { q } - \hat { q } ^ { - 1 } },1bd3c0dccd.png,122,49,128,64,2.0
"{ \cal C } = { \cal C } ^ { - 1 } = \left( \begin{array} { l l l l } { 1 } & { 0 } & { 0 } & { 0 } \\ { 0 } & { - 1 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { - 1 } & { 0 } \\ { 0 } & { 0 } & { 0 } & { - 1 } \\ \end{array} \right) \quad , \quad { \cal C } \alpha ^ { \mu } { \cal C } ^ { - 1 } = \overline { { \alpha } } ^ { \mu \, \, \ast }",98fc3beffc.png,337,127,384,96,4.0
\Lambda _ { 0 } = - \frac { 1 } { \sqrt { 6 } } \Omega ^ { - 1 } .,71235e72ce.png,66,24,128,64,2.0
"\frac { 1 } { \sqrt { - G } } \partial _ { A } ( \sqrt { - G } G ^ { A B } \partial _ { B } x ^ { \mu } ) = 0 ,",54e246de88.png,111,42,224,64,3.5
"( n - 1 ) c _ { + \overline { { 2 } } } = c _ { \overline { { 1 } } } \ ,",6ba1a06b2b.png,73,29,128,32,4.0
"G ^ { \prime } - \frac { G } { r } + q _ { 1 } q _ { 2 } G V _ { \theta } = 0 \; \; ,",277da3bed9.png,85,35,192,64,3.0
\sum _ { \Phi _ { \sigma } ^ { a } = 0 } \mathrm { s i g n } \operatorname* { d e t } \ | | \partial _ { c } \Phi _ { \sigma } ^ { b } | | ~ = ~ \sum _ { k } ( - ) ^ { k } B _ { k },22f3402661.png,181,67,320,64,5.0
"w ( \mu , t , r ) \Bigl | _ { r \ne \rho ( t ) } = O \Bigl ( \frac { 1 } { \mu ^ { 2 N } } \Bigr ) \; , \qquad \forall N \; , \; \mu \to \infty",4a8427c84e.png,143,48,384,64,6.0
"A _ { \mu } = \mp { \frac { 2 i } { g } } \, ( H _ { 1 } \, { \frac { v _ { \mu } ^ { 1 } } { \rho _ { 1 } } } + g \, \kappa \, E _ { 1 3 } ^ { \pm } \, R _ { \mu } ^ { 1 } ) \mp \, { \frac { 2 i } { g } } \, ( H _ { 2 } \, { \frac { v _ { \mu } ^ { 2 } } { \rho _ { 2 } } } + g \, \kappa \, E _ { 2 3 } ^ { \pm } \, R _ { \mu } ^ { 2 } ) .",6ad4bf56aa.png,340,140,480,64,7.5
"\Gamma _ { 3 } \Gamma _ { 4 } \epsilon _ { 0 } = i \epsilon _ { 0 } , \qquad \Gamma _ { 2 } \epsilon _ { 0 } = - \epsilon _ { 0 } .",31c4ab266d.png,131,42,224,32,7.0
\Delta S _ { 1 1 } = \frac { 1 } { 2 } \int A \wedge ( - \frac { 1 } { 7 6 8 } ( \mathrm { T r } R ^ { 2 } ) ^ { 2 } + \frac { 1 } { 1 9 2 } ( \mathrm { T r } R ^ { 4 } ) ) .,76d0155e0c.png,174,69,384,64,6.0
"2 \frac { \partial A ^ { i } } { \partial z } = - \frac { \partial { \cal W } ^ { * } } { \partial A ^ { * i } } ,",c5027b46dc.png,114,38,128,64,2.0
\hat { \rho } = \frac { m ^ { 2 } } { \hbar ^ { 2 } } \varphi _ { o } \varphi _ { o } ^ { * },3a0babbaad.png,93,34,128,64,2.0
W _ { + } = \frac { 8 } { K \alpha ^ { \prime } } \frac { E ( k _ { + } ) } { k _ { + } } = 2 \pi \; n,3f8d6f24dc.png,102,41,192,64,3.0
"L = E ^ { - 1 } \left( \frac { 1 - S } { 1 + S } \right) E ^ { - 1 } \, .",6fe0c447a3.png,73,29,192,64,3.0
n = \frac { 1 } { 2 \pi \phi _ { o } ^ { 2 } } < ^ { * } d \phi | i d \phi > .,307d11ba7f.png,78,32,192,64,3.0
"\phi ( y ) = y H _ { \nu } ^ { ( 2 ) } ( y ) \approx \sqrt { \frac { 2 y } { \pi } } \operatorname { e x p } \lbrace i ( y - \frac { 1 } { 2 } \nu \pi - \frac { 1 } { 4 } \pi ) \rbrace ,",286360f03d.png,186,64,384,64,6.0
"\left[ M _ { a b } ^ { i j } \right] _ { q } : = \, \left[ K _ { a b } \right] _ { q } ^ { - 1 } [ \tilde { K }",d6980dd528.png,111,42,160,64,2.5
"X ^ { \prime } { } _ { \mu } = X _ { \mu } - B ^ { a } { } _ { \mu } X _ { a } ,",2f553a1665.png,80,35,160,32,5.0
\mu _ { i } \partial _ { \mu _ { i } } = m \partial _ { m } + \kappa \partial _ { \kappa } \ .,9c24ff0926.png,94,30,160,32,5.0
\left( \alpha _ { r } p _ { r } + \frac { i } { r } \alpha _ { r } \beta q + \beta ( m + g h ( r ) ) \right) \psi _ { k } = \omega \psi _ { k },61a18040ce.png,143,50,320,64,5.0
"\Re e \, \vartheta _ { j } \propto \frac { 1 } { l \operatorname { c o s } \, \Im m \, \vartheta _ { j } } .",519bc14873.png,108,32,160,64,2.5
\partial _ { s _ { 0 } } { \cal F } _ { m i r r o r } \sim \mathrm { ~ c o n s t . ~ } + \epsilon a _ { D } + { \cal O } ( \epsilon ^ { 2 } ),6169df8f9a.png,141,53,320,32,10.0
\delta ( A B ) = \delta A B + ( - 1 ) ^ { A } A \delta B .,18038b76b8.png,58,22,224,32,7.0
S _ { B I } = - \int d t d ^ { d } r \sqrt { 1 - ( \partial _ { \mu } \theta ) ^ { 2 } } .,64041c74d9.png,90,35,224,64,3.5
"{ { \cal { Y } } } ^ { 3 } - 5 { { \cal { Y } } } ^ { 2 } + 8 { \cal { Y } } - ( 4 + \xi ^ { 3 } ) = 0 ,",74c3244e5c.png,104,47,224,32,7.0
\hat { f } ( \eta ) \sim \left( 1 - \kappa \eta ^ { 2 } / 2 \right) ^ { - 1 / 4 } \operatorname { e x p } \left[ - \frac { \kappa } 2 \int \frac { \eta d \eta } { ( 1 - \eta ) \left( 1 - \kappa \eta ^ { 2 } / 2 \right) } \right] .,3f2754e13a.png,230,68,480,64,7.5
"{ \cal H } _ { T } = - \mu [ \partial _ { x } \phi - f ( \phi ) ] - \lambda [ \partial _ { y } \phi - g ( \phi ) ] + u \pi _ { \phi } + v \pi _ { \mu } + w \pi _ { \lambda } \, .",b19a3a5eaa.png,178,62,480,32,15.0
"\widehat { H } = \displaystyle \frac { 2 \pi } { L } \left( \widehat { L _ { 0 } } + \widehat { \overline { { L } } _ { 0 } } - \displaystyle \frac { c } { 1 2 } \widehat { I } + \lambda \displaystyle \frac { L ^ { 2 - h } } { \left( 2 \pi \right) ^ { 1 - h } } \widehat { B } \right) \: ,",66b26b25a9.png,289,83,320,64,5.0
"{ \operatorname* { d e t } } _ { 1 } ( R _ { 2 1 } R _ { 1 2 } ) = \kappa I _ { 1 2 } ,",10452b8098.png,87,35,160,32,5.0
"\operatorname { e x p } \left\{ { - \frac { 1 } { 2 } \left( x | E ^ { - 1 } \left[ \frac { 1 - S } { 1 + S } \right] E ^ { - 1 } | x \right) } \right\} \, .",38da91b6e9.png,157,51,320,64,5.0
"\partial _ { l } ^ { 2 } \widehat { \mathrm { G } } - \left\{ a _ { 0 } - \frac { ( q - \bar { q } ) ^ { 2 } } { 4 } + n ( n + 1 ) f ^ { 2 } \right\} \widehat { \mathrm { G } } = 0 \, .",4b1962c4c5.png,185,66,384,64,6.0
"\varphi : U _ { q } ( s u ( 2 ) ) \rightarrow A _ { s u ( 2 ) , t }",386bff0982.png,67,26,192,32,6.0
